#NAME	ID	UNICODE
uni1838.init	710	
uni1838.medi	711	
uni1838.fina	712	
uni1838.finavar1	713	
uni1839.isol	714	U+1839
uni1839.init	715	
uni1839.medi	716	
uni1839.fina	717	
uni18391820.initfina	718	
uni18391820.medifina	719	
uni18391820.initmedi	720	
uni18391820.medimedi	721	
uni18391821.initfina	722	
uni18391821.medifina	723	
uni18391821.initmedi	724	
uni18391821.medimedi	725	
uni18391822.initfina	726	
uni18391822.medifina	727	
uni18391822.initmedi	728	
uni18391822.medimedi	729	
uni18391823.initfina	730	
uni18391823.medifina	731	
uni18391823.initmedi	732	
uni18391823.medimedi	733	
uni18391824.initfina	734	
uni18391824.medifina	735	
uni18391824.initmedi	736	
uni18391824.medimedi	737	
uni18391825.initfina	738	
uni18391825.medifina	739	
uni18391825.initmedi	740	
uni18391825.medimedi	741	
uni18391825.initfinavar1	742	
uni18391825.medifinavar1	743	
uni18391825.medimedivar1	744	
uni18391826.initfina	745	
uni18391826.medifina	746	
uni18391826.initmedi	747	
uni18391826.medimedi	748	
uni18391826.initfinavar1	749	
uni18391826.medifinavar1	750	
uni18391826.medimedivar1	751	
uni18391827.initfina	752	
uni18391827.medifina	753	
uni18391827.initmedi	754	
uni18391827.medimedi	755	
uni18391888.initfinaobsolete	756	
uni18391888.medifinaobsolete	757	
uni18391888.initmediobsolete	758	
uni18391888.medimediobsolete	759	
uni183A.isol	760	U+183A
uni183A.init	761	
uni183A.medi	762	
uni183A.fina	763	
uni183A.initvar1obsolete	764	
uni183A.medivar1obsolete	765	
uni183A1820.initfina	766	
uni183A1820.medifina	767	
uni183A1820.initmedi	768	
uni183A1820.medimedi	769	
uni183A1821.initfina	770	
uni183A1821.medifina	771	
uni183A1821.initmedi	772	
uni183A1821.medimedi	773	
uni183A1822.initfina	774	
uni183A1822.medifina	775	
uni183A1822.initmedi	776	
uni183A1822.medimedi	777	
uni183A1823.initfina	778	
uni183A1823.medifina	779	
uni183A1823.initmedi	780	
uni183A1823.medimedi	781	
uni183A1824.initfina	782	
uni183A1824.medifina	783	
uni183A1824.initmedi	784	
uni183A1824.medimedi	785	
uni183A1825.initfina	786	
uni183A1825.medifina	787	
uni183A1825.initmedi	788	
uni183A1825.medimedi	789	
uni183A1825.initfinavar1	790	
uni183A1825.medifinavar1	791	
uni183A1825.medimedivar1	792	
uni183A1826.initfina	793	
uni183A1826.medifina	794	
uni183A1826.initmedi	795	
uni183A1826.medimedi	796	
uni183A1826.initfinavar1	797	
uni183A1826.medifinavar1	798	
uni183A1826.medimedivar1	799	
uni183A1827.initfina	800	
uni183A1827.medifina	801	
uni183A1827.initmedi	802	
uni183A1827.medimedi	803	
uni183A1844.initfinaobsolete	804	
uni183A1844.medifinaobsolete	805	
uni183A1844.initmediobsolete	806	
uni183A1844.medimediobsolete	807	
uni183A1845.initfinaobsolete	808	
uni183A1845.medifinaobsolete	809	
uni183A1845.initmediobsolete	810	
uni183A1845.medimediobsolete	811	
uni183A1847.initfinaobsolete	812	
uni183A1847.medifinaobsolete	813	
uni183A1847.initmediobsolete	814	
uni183A1847.medimediobsolete	815	
uni183A185D.initfina	816	
uni183A185D.medifina	817	
uni183A185D.initmedi	818	
uni183A185D.medimedi	819	
uni183A1860.initfina	820	
uni183A1860.medifina	821	
uni183A1860.initmedi	822	
uni183A1860.medimedi	823	
uni183A1873.initfina	824	
uni183A1873.medifina	825	
uni183A1873.initmedi	826	
uni183A1873.medimedi	827	
uni183A1888.initfinaobsolete	828	
uni183A1888.medifinaobsolete	829	
uni183A1888.initmediobsolete	830	
uni183A1888.medimediobsolete	831	
uni183B.isol	832	U+183B
uni183B.init	833	
uni183B.medi	834	
uni183B.fina	835	
uni183B1820.initfina	836	
uni183B1820.medifina	837	
uni183B1820.initmedi	838	
uni183B1820.medimedi	839	
uni183B1821.initfina	840	
uni183B1821.medifina	841	
uni183B1821.initmedi	842	
uni183B1821.medimedi	843	
uni183B1822.initfina	844	
uni183B1822.medifina	845	
uni183B1822.initmedi	846	
uni183B1822.medimedi	847	
uni183B1823.initfina	848	
uni183B1823.medifina	849	
uni183B1823.initmedi	850	
uni183B1823.medimedi	851	
uni183B1824.initfina	852	
uni183B1824.medifina	853	
uni183B1824.initmedi	854	
uni183B1824.medimedi	855	
uni183B1825.initfina	856	
uni183B1825.medifina	857	
uni183B1825.initmedi	858	
uni183B1825.medimedi	859	
uni183B1825.initfinavar1	860	
uni183B1825.medifinavar1	861	
uni183B1825.medimedivar1	862	
uni183B1826.initfina	863	
uni183B1826.medifina	864	
uni183B1826.initmedi	865	
uni183B1826.medimedi	866	
uni183B1826.initfinavar1	867	
uni183B1826.medifinavar1	868	
uni183B1826.medimedivar1	869	
uni183B1827.initfina	870	
uni183B1827.medifina	871	
uni183B1827.initmedi	872	
uni183B1827.medimedi	873	
uni183B1847.initfinaobsolete	874	
uni183B1847.medifinaobsolete	875	
uni183B1847.initmediobsolete	876	
uni183B1847.medimediobsolete	877	
uni183B1888.initfinaobsolete	878	
uni183B1888.medifinaobsolete	879	
uni183B1888.initmediobsolete	880	
uni183B1888.medimediobsolete	881	
uni183C.isol	882	U+183C
uni183C.init	883	
uni183C.medi	884	
uni183C.fina	885	
uni183D.isol	886	U+183D
uni183D.init	887	
uni183D.medi	888	
uni183D.fina	889	
uni183E.isol	890	U+183E
uni183E.init	891	
uni183E.medi	892	
uni183E.fina	893	
uni183F.isol	894	U+183F
uni183F.init	895	
uni183F.medi	896	
uni183F.fina	897	
uni1840.isol	898	U+1840
uni1840.init	899	
uni1840.medi	900	
uni1840.fina	901	
uni1841.isol	902	U+1841
uni1841.fina	903	
uni1841.init	904	
uni1841.medi	905	
uni1842.isol	906	U+1842
uni1842.fina	907	
uni1842.init	908	
uni1842.medi	909	
uni1843.isol	910	U+1843
uni1843.fina	911	
uni1843.init	912	
uni1843.medi	913	
uni1843.finavar1	914	
uni1844.isol	915	U+1844
uni1844.fina	916	
uni1844.init	917	
uni1844.medi	918	
uni1844.medivar1	919	
uni18441843.isollong	920	
uni18441843.finalong	921	
uni18441843.initlong	922	
uni18441843.medilong	923	
uni1845.isol	924	U+1845
uni1845.fina	925	
uni1845.init	926	
uni1845.medi	927	
uni1845.medivar1	928	
uni18451843.isollong	929	
uni18451843.finalong	930	
uni18451843.initlong	931	
uni18451843.medilong	932	
uni1846.isol	933	U+1846
uni1846.fina	934	
uni1846.init	935	
uni1846.medi	936	
uni1846.medivar1	937	
uni18461843.isollong	938	
uni18461843.finalong	939	
uni18461843.initlong	940	
uni18461843.medilong	941	
uni1847.isol	942	U+1847
uni1847.fina	943	
uni1847.init	944	
uni1847.medi	945	
uni1847.isolvar1	946	
uni1847.finavar1	947	
uni1847.medivar1	948	
uni1847.medivar2	949	
uni1848.isol	950	U+1848
uni1848.fina	951	
uni1848.init	952	
uni1848.medi	953	
uni1848.medivar1	954	
uni18481843.isollong	955	
uni18481843.finalong	956	
uni18481843.initlong	957	
uni18481843.medilong	958	
uni1849.isol	959	U+1849
uni1849.fina	960	
uni1849.init	961	
uni1849.medi	962	
uni1849.isolvar1	963	
uni1849.medivar1	964	
uni184A.unicodeobsolete	965	
uni184A.fina	966	
uni184A.init	967	
uni184A.medi	968	
uni184A1828.medimedivar1	969	
uni184A182F.medimedi	970	
uni184A184D.medimedi	971	
uni184A184E.medimedi	972	
uni184B.unicodeobsolete	973	
uni184B.fina	974	
uni184B.init	975	
uni184B.medi	976	
uni184B1820.initfina	977	
uni184B1820.medifina	978	
uni184B1820.initmedi	979	
uni184B1820.medimedi	980	
uni184B182F.initmedi	981	
uni184B182F.medimedi	982	
uni184B1844.initfina	983	
uni184B1844.medifina	984	
uni184B1844.initmedi	985	
uni184B1844.medimedi	986	
uni184B1845.initfina	987	
uni184B1845.medifina	988	
uni184B1845.initmedi	989	
uni184B1845.medimedi	990	
uni184B1846.initfina	991	
uni184B1846.medifina	992	
uni184B1846.initmedi	993	
uni184B1846.medimedi	994	
uni184B1847.initfina	995	
uni184B1847.medifina	996	
uni184B1847.initmedi	997	
uni184B1847.medimedi	998	
uni184B1848.initfina	999	
uni184B1848.medifina	1000	
uni184B1848.initmedi	1001	
uni184B1848.medimedi	1002	
uni184B1849.initfina	1003	
uni184B1849.medifina	1004	
uni184B1849.initmedi	1005	
uni184B1849.medimedi	1006	
uni184C.isol	1007	U+184C
uni184C.fina	1008	
uni184C.init	1009	
uni184C.medi	1010	
uni184C1820.initfina	1011	
uni184C1820.medifina	1012	
uni184C1820.initmedi	1013	
uni184C1820.medimedi	1014	
uni184C1823.initfinaobsolete	1015	
uni184C1823.medifinaobsolete	1016	
uni184C1823.initmediobsolete	1017	
uni184C1823.medimediobsolete	1018	
uni184C1844.initfina	1019	
uni184C1844.medifina	1020	
uni184C1844.initmedi	1021	
uni184C1844.medimedi	1022	
uni184C1845.initfina	1023	
uni184C1845.medifina	1024	
uni184C1845.initmedi	1025	
uni184C1845.medimedi	1026	
uni184C1846.initfina	1027	
uni184C1846.medifina	1028	
uni184C1846.initmedi	1029	
uni184C1846.medimedi	1030	
uni184C1847.initfina	1031	
uni184C1847.medifina	1032	
uni184C1847.initmedi	1033	
uni184C1847.medimedi	1034	
uni184C1848.initfina	1035	
uni184C1848.medifina	1036	
uni184C1848.initmedi	1037	
uni184C1848.medimedi	1038	
uni184C1849.initfina	1039	
uni184C1849.medifina	1040	
uni184C1849.initmedi	1041	
uni184C1849.medimedi	1042	
uni184D.isol	1043	U+184D
uni184D.fina	1044	
uni184D.init	1045	
uni184D.medi	1046	
uni184D.finafemobsolete	1047	
uni184D.initvar1	1048	
uni184D.medivar1	1049	
uni184D1844.initfina	1050	
uni184D1844.medifina	1051	
uni184D1844.initmedi	1052	
uni184D1844.medimedi	1053	
uni184D1845.initfina	1054	
uni184D1845.medifina	1055	
uni184D1845.initmedi	1056	
uni184D1845.medimedi	1057	
uni184D1848.initfina	1058	
uni184D1848.medifina	1059	
uni184D1848.initmedi	1060	
uni184D1848.medimedi	1061	
uni184D1849.initfina	1062	
uni184D1849.medifina	1063	
uni184D1849.initmedi	1064	
uni184D1849.medimedi	1065	
uni184E.isol	1066	U+184E
uni184E.fina	1067	
uni184E.init	1068	
uni184E.medi	1069	
uni184E.medivar1	1070	
uni184E.isolvar1	1071	
uni184E182F.medimedi	1072	
uni184E1844.initfina	1073	
uni184E1844.medifina	1074	
uni184E1844.initmedi	1075	
uni184E1844.medimedi	1076	
uni184E1845.initfina	1077	
uni184E1845.medifina	1078	
uni184E1845.initmedi	1079	
uni184E1845.medimedi	1080	
uni184E1848.initfina	1081	
uni184E1848.medifina	1082	
uni184E1848.initmedi	1083	
uni184E1848.medimedi	1084	
uni184E1849.initfina	1085	
uni184E1849.medifina	1086	
uni184E1849.initmedi	1087	
uni184E1849.medimedi	1088	
uni184F.unicodeobsolete	1089	
uni184F.fina	1090	
uni184F.init	1091	
uni184F.medi	1092	
uni184F182F.medimedi	1093	
uni184F184F.medimedi	1094	
uni1850.isol	1095	U+1850
uni1850.init	1096	
uni1850.medi	1097	
uni1850.fina	1098	
uni1851.isol	1099	U+1851
uni1851.fina	1100	
uni1851.init	1101	
uni1851.medi	1102	
uni1852.isol	1103	U+1852
uni1852.fina	1104	
uni1852.init	1105	
uni1852.medi	1106	
uni1853.isol	1107	U+1853
uni1853.fina	1108	
uni1853.init	1109	
uni1853.medi	1110	
uni1854.isol	1111	U+1854
uni1854.fina	1112	
uni1854.init	1113	
uni1854.medi	1114	
uni1855.isol	1115	U+1855
uni1855.fina	1116	
uni1855.init	1117	
uni1855.medi	1118	
uni1856.isol	1119	U+1856
uni1856.fina	1120	
uni1856.init	1121	
uni1856.medi	1122	
uni1857.isol	1123	U+1857
uni1857.fina	1124	
uni1857.init	1125	
uni1857.medi	1126	
uni18571820.initfina	1127	
uni18571820.medifina	1128	
uni18571820.initmedi	1129	
uni18571820.medimedi	1130	
uni18571846.initfina	1131	
uni18571846.medifina	1132	
uni18571846.initmedi	1133	
uni18571846.medimedi	1134	
uni18571847.initfina	1135	
uni18571847.medifina	1136	
uni18571847.initmedi	1137	
uni18571847.medimedi	1138	
uni1858.isol	1139	U+1858
uni1858.fina	1140	
uni1858.init	1141	
uni1858.medi	1142	
uni18581820.initfina	1143	
uni18581820.medifina	1144	
uni18581820.initmedi	1145	
uni18581820.medimedi	1146	
uni18581846.initfina	1147	
uni18581846.medifina	1148	
uni18581846.initmedi	1149	
uni18581846.medimedi	1150	
uni18581847.initfina	1151	
uni18581847.medifina	1152	
uni18581847.initmedi	1153	
uni18581847.medimedi	1154	
uni1859.unicodeobsolete	1155	
uni1859.fina	1156	
uni1859.init	1157	
uni1859.medi	1158	
uni185A.isol	1159	U+185A
uni185A.fina	1160	
uni185A.init	1161	
uni185A.medi	1162	
uni185B.isol	1163	U+185B
uni185B.fina	1164	
uni185B.init	1165	
uni185B.medi	1166	
uni185C.isol	1167	U+185C
uni185C.fina	1168	
uni185C.init	1169	
uni185C.medi	1170	
uni185D.unicodeobsolete	1171	
uni185D.isol	1172	U+185D
uni185D.fina	1173	
uni185D.init	1174	
uni185D.medi	1175	
uni185D.medivar1	1176	
uni185D.finavar1	1177	
uni185D.finavar2	1178	
uni185D.finavar3	1179	
uni185E.unicodeobsolete	1180	
uni185E.isol	1181	U+185E
uni185E.fina	1182	
uni185E.init	1183	
uni185E.medi	1184	
uni185E.medivar1	1185	
uni185E.medivar2	1186	
uni185E.finavar1	1187	
uni185E.finavar2	1188	
uni185E.isolvar1	1189	
uni185F.isol	1190	U+185F
uni185F.fina	1191	
uni185F.init	1192	
uni185F.medi	1193	
uni1860.isol	1194	U+1860
uni1860.fina	1195	
uni1860.init	1196	
uni1860.medi	1197	
uni1860.medivar1	1198	
uni1860.medivar2obsolete	1199	
uni1860.finavar1	1200	
uni1860.finavar2	1201	
uni1860.finavar3	1202	
uni1861.unicodeobsolete	1203	
uni1861.isol	1204	U+1861
uni1861.fina	1205	
uni1861.init	1206	
uni1861.medi	1207	
uni18611888.obsolete	1208	
uni1862.unicodeobsolete	1209	
uni1862.fina	1210	
uni1862.init	1211	
uni1862.medi	1212	
uni18621828.medimedivar1	1213	
uni1862182F.medimedi	1214	
uni18621863.medimedi	1215	
uni18621863.medimedivar1	1216	
uni18621864.medimedi	1217	
uni18621865.medimedi	1218	
uni1863.unicodeobsolete	1219	
uni1863.fina	1220	
uni1863.init	1221	
uni1863.medi	1222	
uni1863.medivar1	1223	
uni1863.isolvar1	1224	
uni1863185D.initfina	1225	
uni1863185D.medifina	1226	
uni1863185D.initmedi	1227	
uni1863185D.medimedi	1228	
uni1863185E.initfina	1229	
uni1863185E.medifina	1230	
